ST,MDR,Magdeburg (Stadt),V,ARD regional,45
ST,MDR,Magdeburg (Stadt),V,ZDF,37
ST,MDR,Magdeburg (Stadt),V,freenet TV1,46
ST,MDR,Magdeburg (Stadt),V,freenet TV2,29
ST,MDR,Magdeburg (Stadt),V,freenet TV3,48
ST,MDR,Wittenberg (Gallunberg),V,ARD,24
ST,MDR,Wittenberg (Gallunberg),V,ARD regional,38
ST,MDR,Wittenberg (Gallunberg),V,ZDF,37
ST,MDR,Wittenberg (Gallunberg),V,freenet TV1
ST,MDR,Wittenberg (Gallunberg),V,freenet TV2
ST,MDR,Wittenberg (Gallunberg),V,freenet TV3
TH,MDR,Jena (Kernberge) ,V,ARD,21
TH,MDR,Jena (Kernberge) ,V,ARD regional,27
TH,MDR,Jena (Kernberge) ,V,ZDF,41
TH,MDR,Jena (Kernberge) ,V,freenet TV1,44
TH,MDR,Jena (Kernberge) ,V,freenet TV2,33
TH,MDR,Jena (Kernberge) ,V,freenet TV3,47
BW,SWR,Freiburg,H,ARD,36
BW,SWR,Freiburg,H,ARD regional,39
BW,SWR,Freiburg,H,ZDF,33
BW,SWR,Freiburg,H,freenet TV1,28
BW,SWR,Freiburg,H,freenet TV2,42
BW,SWR,Freiburg,H,freenet TV3,29
BW,SWR,Freiburg (Schönberg),V,ARD,36
BW,SWR,Freiburg (Schönberg),V,ARD regional,39
BW,SWR,Freiburg (Schönberg),V,ZDF,33
BW,SWR,Freiburg (Schönberg),V,freenet TV1,28
BW,SWR,Freiburg (Schönberg),V,freenet TV2,42
BW,SWR,Freiburg (Schönberg),V,freenet TV3,29
BY,BR,Kreuzberg,H,ARD,36
BY,BR,Kreuzberg,H,ARD regional,43
BY,BR,Kreuzberg,H,ZDF
BY,BR,Kreuzberg,H,freenet TV1
BY,BR,Kreuzberg,H,freenet TV2
BY,BR,Kreuzberg,H,freenet TV3
BY,BR,Pfaffenberg,H,ARD,36
BY,BR,Pfaffenberg,H,ARD regional,43
BY,BR,Pfaffenberg,H,ZDF,26
BY,BR,Pfaffenberg,H,freenet TV1
BY,BR,Pfaffenberg,H,freenet TV2
BY,BR,Pfaffenberg,H,freenet TV3
BY,HR,Rhön (Bischhofsheim),H,ARD,0
BY,HR,Rhön (Bischhofsheim),H,ARD regional,0
BY,HR,Rhön (Bischhofsheim),H,ZDF,26
BY,HR,Rhön (Bischhofsheim),H,freenet TV1
BY,HR,Rhön (Bischhofsheim),H,freenet TV2
BY,HR,Rhön (Bischhofsheim),H,freenet TV3
BY,BR,Würzburg (BR-Standort),H,ARD,36
BY,BR,Würzburg (BR-Standort),H,ARD regional,43
BY,BR,Würzburg (BR-Standort),H,ZDF
BY,BR,Würzburg (BR-Standort),H,freenet TV1
BY,BR,Würzburg (BR-Standort),H,freenet TV2
BY,BR,Würzburg (BR-Standort),H,freenet TV3
BY,BR,Würzburg (MB Standort),H,ARD,0
BY,BR,Würzburg (MB Standort),H,ARD regional,0
BY,BR,Würzburg (MB Standort),H,ZDF,26
BY,BR,Würzburg (MB Standort),H,freenet TV1
BY,BR,Würzburg (MB Standort),H,freenet TV2
BY,BR,Würzburg (MB Standort),H,freenet TV3
HE,HR,Habichtswald,H,ARD,46
HE,HR,Habichtswald,H,ARD regional,29
HE,HR,Habichtswald,H,ZDF,35
HE,HR,Habichtswald,H,freenet TV1,28
HE,HR,Habichtswald,H,freenet TV2,25
HE,HR,Habichtswald,H,freenet TV3,48
HE,HR,Hoher Meissner,H,ARD,46
HE,HR,Hoher Meissner,H,ARD regional,29
HE,HR,Hoher Meissner,H,ZDF,35
HE,HR,Hoher Meissner,H,freenet TV1
HE,HR,Hoher Meissner,H,freenet TV2
HE,HR,Hoher Meissner,H,freenet TV3
HE,HR,Kassel (Söhrewald),V,ARD,46
HE,HR,Kassel (Söhrewald),V,ARD regional,29
HE,HR,Kassel (Söhrewald),V,ZDF,35
HE,HR,Kassel (Söhrewald),V,freenet TV1,28
HE,HR,Kassel (Söhrewald),V,freenet TV2,25
HE,HR,Kassel (Söhrewald),V,freenet TV3,48
MV,NDR,Heringsdorf,V,ARD,36
MV,NDR,Heringsdorf,V,ARD regional,29
MV,NDR,Heringsdorf,V,ZDF,46
MV,NDR,Heringsdorf,V,freenet TV1
MV,NDR,Heringsdorf,V,freenet TV2
MV,NDR,Heringsdorf,V,freenet TV3
MV,NDR,Stralsund (Garz),H,ARD,36
MV,NDR,Stralsund (Garz),H,ARD regional,29
MV,NDR,Stralsund (Garz),H,ZDF,46
MV,NDR,Stralsund (Garz),H,freenet TV1
MV,NDR,Stralsund (Garz),H,freenet TV2
MV,NDR,Stralsund (Garz),H,freenet TV3
NI,NDR,Bad Lauterberg,H,ARD,38
NI,NDR,Bad Lauterberg,H,ARD regional,58
NI,NDR,Bad Lauterberg,H,ZDF
NI,NDR,Bad Lauterberg,H,freenet TV1
NI,NDR,Bad Lauterberg,H,freenet TV2
NI,NDR,Bad Lauterberg,H,freenet TV3
NI,NDR,Cuxhaven (Stadt),H,ARD,29
NI,NDR,Cuxhaven (Stadt),H,ARD regional,36
NI,NDR,Cuxhaven (Stadt),H,ZDF,35
NI,NDR,Cuxhaven (Stadt),H,freenet TV1
NI,NDR,Cuxhaven (Stadt),H,freenet TV2
NI,NDR,Cuxhaven (Stadt),H,freenet TV3
NI,NDR,Göttingen (Espol),H,ARD,23
NI,NDR,Göttingen (Espol),H,ARD regional,40
NI,NDR,Göttingen (Espol),H,ZDF,35
NI,NDR,Göttingen (Espol),H,freenet TV1
NI,NDR,Göttingen (Espol),H,freenet TV2
NI,NDR,Göttingen (Espol),H,freenet TV3
NI,NDR,Göttingen (Hetjershausen),V,ARD,23
NI,NDR,Göttingen (Hetjershausen),V,ARD regional,40
NI,NDR,Göttingen (Hetjershausen),V,ZDF
NI,NDR,Göttingen (Hetjershausen),V,freenet TV1
NI,NDR,Göttingen (Hetjershausen),V,freenet TV2
NI,NDR,Göttingen (Hetjershausen),V,freenet TV3
NI,NDR,Holzminden,V,ARD,22
NI,NDR,Holzminden,V,ARD regional,58
NI,NDR,Holzminden,V,ZDF
NI,NDR,Holzminden,V,freenet TV1
NI,NDR,Holzminden,V,freenet TV2
NI,NDR,Holzminden,V,freenet TV3
NI,NDR,Wolfsburg,V,ARD,22
NI,NDR,Wolfsburg,V,ARD regional,42
NI,NDR,Wolfsburg,V,ZDF,36
NI,NDR,Wolfsburg,V,freenet TV1
NI,NDR,Wolfsburg,V,freenet TV2
NI,NDR,Wolfsburg,V,freenet TV3
RP,SWR,Koblenz (Kühkopf),H,ARD,23
RP,SWR,Koblenz (Kühkopf),H,ARD regional,33
RP,SWR,Koblenz (Kühkopf),H,ZDF,28
RP,SWR,Koblenz (Kühkopf),H,freenet TV1,31
RP,SWR,Koblenz (Kühkopf),H,freenet TV2,47
RP,SWR,Koblenz (Kühkopf),H,freenet TV3,25
SN,MDR,Dresden (Wachwitz),V,ARD,39
SN,MDR,Dresden (Wachwitz),V,ARD regional,34
SN,MDR,Dresden (Wachwitz),V,ZDF,56
SN,MDR,Dresden (Wachwitz),V,freenet TV1,46
SN,MDR,Dresden (Wachwitz),V,freenet TV2,29
SN,MDR,Dresden (Wachwitz),V,freenet TV3,42
SN,MDR,Löbau,V,ARD,39
